Word 1	Word 2	pearson_correlation	cosine_similarity
cane	orso	0.013073093266934165	0.013120472431182861
cavallo	orso	0.3147619898936791	0.31422820687294006
orso	scimmia	0.12048545055443881	0.12023977190256119
gufo	orso	0.16708052272653193	0.16722024977207184
coniglio	orso	0.2797175374336394	0.279601126909256
gabbiano	orso	0.0864411867732698	0.08643470704555511
orso	passero	0.0803084680277396	0.07986094057559967
elefante	orso	0.3502791730373409	0.3496330678462982
gatto	orso	0.3347421994510794	0.334673136472702
leone	orso	0.25195707275057266	0.25110170245170593
maiale	orso	0.26308361608440467	0.26220035552978516
mucca	orso	0.06971306920796881	0.06966236233711243
orso	serpente	0.29132603769125215	0.2896036207675934
orso	tigre	0.2584181035228369	0.25861868262290955
orso	topo	0.09262569948835625	0.09230657666921616
orso	poltrona	0.2810292453328418	0.2799060642719269
letto	orso	0.17559131296613134	0.17456643283367157
orso	scopa	0.22640787959461334	0.2264207899570465
orso	sedia	0.19581689022260496	0.19470106065273285
camicia	orso	0.23380321555613748	0.23330436646938324
armadio	orso	0.24460986384053623	0.24411611258983612
orso	pettine	0.01951739567046085	0.01943322643637657
giacca	orso	0.26553080735303575	0.2646302580833435
orso	pennello	0.027875764263457135	0.027986902743577957
orso	spada	0.35033869588021493	0.348500519990921
gomma	orso	0.06222451280128389	0.06274949014186859
orso	pastello	0.056216654157299296	0.05549147352576256
orso	penna	0.26300697088877006	0.26271432638168335
orso	quaderno	0.07538224691732874	0.07514923065900803
orso	tenda	0.2810610804498726	0.2807346284389496
orso	vaso	0.14668172653267605	0.14682483673095703
cane	cavallo	0.21961734052540147	0.21940769255161285
cane	scimmia	0.15242114756932543	0.1523311883211136
cane	gufo	0.007388852168485757	0.00743902986869216
cane	coniglio	0.10417365655114431	0.1041438952088356
cane	gabbiano	0.11049363926902335	0.11049295216798782
cane	passero	0.022380745342725373	0.022247791290283203
cane	elefante	0.16178712209965251	0.16156746447086334
cane	gatto	0.2527942538603343	0.2527787387371063
cane	leone	0.08085212903277292	0.08059360086917877
cane	maiale	0.04940507356475009	0.04917548596858978
