word_one	word_two	raw_cooc	log10_cooc
giacca	vaso	25	1.3979400086720377
pennello	spada	3	0.47712125471966244
gomma	pennello	3	0.47712125471966244
pastello	pennello	2	0.3010299956639812
penna	pennello	53	1.7242758696007892
pennello	quaderno	13	1.1139433523068367
pennello	tenda	0	0
pennello	vaso	0	0
gomma	spada	13	1.1139433523068367
pastello	spada	0	0
penna	spada	1042	3.0178677189635055
quaderno	spada	6	0.7781512503836436
spada	tenda	6	0.7781512503836436
spada	vaso	11	1.041392685158225
gomma	pastello	2	0.3010299956639812
gomma	penna	132	2.12057393120585
gomma	quaderno	33	1.5185139398778875
gomma	tenda	16	1.2041199826559248
gomma	vaso	12	1.0791812460476249
pastello	penna	49	1.6901960800285136
pastello	quaderno	0	0
pastello	tenda	0	0
pastello	vaso	0	0
penna	quaderno	312	2.494154594018443
penna	tenda	6	0.7781512503836436
penna	vaso	21	1.3222192947339193
quaderno	tenda	0	0
quaderno	vaso	1	0.0
tenda	vaso	3	0.47712125471966244
