Word 1	Word 2	Pixel overlap	Structural similarity
serpente	vaso	-0.4073515024530912	-0.3054517992875363
tigre	topo	2.105336224604229	2.5138566267316316
poltrona	tigre	-0.06607600519610915	-0.7262392365366404
letto	tigre	1.7753115679160218	2.2408722638940475
scopa	tigre	1.1415142158673042	0.8941883271585964
sedia	tigre	1.5840472782445418	1.23413285499523
camicia	tigre	0.07268436182048989	0.04350451734585836
armadio	tigre	-0.08107712595464657	-0.32567260713928287
pettine	tigre	0.06518380144122117	0.011082822819597575
giacca	tigre	0.7552353563345819	0.22239273552842595
pennello	tigre	-0.6848722364862893	-1.3969264192026238
spada	tigre	0.8902454431615466	0.34174608806586954
gomma	tigre	0.027680999544877627	-1.0542851801866107
pastello	tigre	-0.21608721278161125	-0.5997328240897576
penna	tigre	0.8827448827822779	0.05853343503776068
quaderno	tigre	-0.8498845648303288	-1.0499886768442628
tenda	tigre	1.2052689790910882	1.2193052275677831
tigre	vaso	2.0828345434664226	2.1469339978367494
poltrona	topo	0.08018492219975859	-0.8635888395998693
letto	topo	2.0490820217595855	2.1557684729572326
scopa	topo	1.4190349499005022	0.822689838414651
sedia	topo	1.6965556839337004	0.8944233885200655
camicia	topo	0.22269556940599197	0.2313284593607158
armadio	topo	0.5114671440080931	0.8398264983965752
pettine	topo	0.2714492118713665	0.3319886244692314
giacca	topo	1.1640158970051104	1.014163563060884
pennello	topo	-0.49735822700444365	-1.462794405761239
spada	topo	1.1415142158673042	0.7095480059660475
gomma	topo	0.2189452892163576	-0.4277942680684365
pastello	topo	-0.05107488443757173	-0.66423061594567
penna	topo	1.194018138522185	0.43772060311928335
quaderno	topo	-0.7523772798998356	-1.736419491790224
tenda	topo	1.3402790659180528	1.2787834737502362
topo	vaso	2.2740988331379026	2.299824648841833
letto	poltrona	-0.1523324495576993	-0.4113795402860848
poltrona	scopa	-0.08857768633391527	0.3821752713099828
poltrona	sedia	-0.2685911354364922	-0.6430733111544805
camicia	poltrona	-0.6773716761070205	-0.861946235479915
armadio	poltrona	-0.45985542510797217	0.4855124331636886
pettine	poltrona	-0.6511197147795801	0.2716945151945416
giacca	poltrona	-0.4523548647287035	-1.2660977829279447
pennello	poltrona	-1.108653897915355	-0.11831049630041812
poltrona	spada	-0.3473470194189416	-0.25204774533563595
gomma	poltrona	-0.6023660723142056	-1.1920125917662565
pastello	poltrona	-0.6436191544003114	-0.03785415792185989
penna	poltrona	-0.24608945429868606	-0.6004798912523381
poltrona	quaderno	-1.4199271536552622	-0.6288145919473865
poltrona	tenda	-0.3510972996085759	0.18095379497006842
poltrona	vaso	0.2376966901646573	-0.13968769512005774
letto	scopa	1.0290058101781456	0.7187429596248897
letto	sedia	1.5727964376756387	2.0076058058505297
camicia	letto	-0.04732460424793737	-0.1659116849423298
armadio	letto	-0.17108385050587108	-0.39000082626575716
letto	pettine	0.05393296087231811	0.32902444600243164
giacca	letto	0.6427269506454234	0.09396619534616447
letto	pennello	-0.8086314827443509	-0.8576707653218102
letto	spada	0.6914805931107979	0.26199116644713627
gomma	letto	-0.12608048823025883	-0.5370684836067923
letto	pastello	-0.16733357031623672	-0.1803884200760252
letto	penna	0.8827448827822779	0.8143326611070331
letto	quaderno	-0.8986382072957033	-1.2350614257641046
letto	tenda	0.9202476846786215	0.8582453459498666
letto	vaso	2.0078289396736078	2.351317735045472
scopa	sedia	1.074009172453758	0.7568483542217569
camicia	scopa	-0.06607600519610915	0.2911244284958809
armadio	scopa	-0.08482740614428091	-0.10376280899579417
pettine	scopa	-0.03982404386854076	0.13521150932405065
giacca	scopa	0.7777370374723881	0.5207746786078977
pennello	scopa	-0.7036236374344611	-0.9274706157751081
scopa	spada	1.171516457384379	2.9359861118572113
gomma	scopa	0.016430158975974562	-0.48858106464222695
pastello	scopa	-0.2910928165742983	-0.1765955090782905
penna	scopa	0.9915030082818022	1.268703440055887
quaderno	scopa	-1.0261477337432714	-1.271318862868487
scopa	tenda	1.1265130951087667	2.7754520914435457
scopa	vaso	1.4340360706590396	0.8719740840589806
camicia	sedia	0.08393520238939295	0.43377898706221824
armadio	sedia	-0.20858665240234253	-1.017646183032963
pettine	sedia	0.03893184011378069	-0.27275618343229285
giacca	sedia	0.8264906799377626	0.8063027413554688
pennello	sedia	-0.6548699949692145	-0.43097957657566444
sedia	spada	0.8452420808859343	0.3238624986148686
gomma	sedia	0.12518828447549876	0.046398876010719965
pastello	sedia	-0.16733357031623672	0.22348948208158123
penna	sedia	1.044006930936683	0.7546644196916245
quaderno	sedia	-0.9136393280542408	-1.2487252270904
sedia	tenda	0.9464996460061899	0.9553389387445438
sedia	vaso	1.9440741764498235	1.5775868276740022
armadio	camicia	-0.5461118694696903	-0.127716153461564
camicia	pettine	-0.6886225166759237	0.22038973373461368
camicia	giacca	-0.1860849712645364	0.5312671171037354
camicia	pennello	-1.2024109026563419	-1.0392342644467514
camicia	spada	-0.24983973448832042	-0.21959509822424528
camicia	gomma	-0.07732684576501221	0.35305655253217755
camicia	pastello	-0.47110626567700314	0.9178612301702811
camicia	penna	-0.25734029486758914	-0.6627324210116496
camicia	quaderno	-1.4386785546034342	-1.396373620107129
camicia	tenda	-0.13733132879916188	0.6741138823956726
camicia	vaso	0.18144248732001408	-0.18817676126061816
armadio	pettine	-0.8236326035028884	-0.10134464807213589
armadio	giacca	-0.3660984203671133	-0.2804154469530582
armadio	pennello	-1.1049036177257208	-1.026819215347161
armadio	spada	-0.20483637221270817	-0.13452741561537193
armadio	gomma	-0.7148744780033641	-0.8487317472402025
armadio	pastello	-0.7298755987619016	-0.6953830809127479
armadio	penna	-0.1860849712645364	-0.7609492068545356
armadio	quaderno	-1.491182477258443	-1.118840535097283
armadio	tenda	-0.17108385050587108	0.166137546820998
armadio	vaso	0.17769220713037973	-0.17888167734256305
giacca	pettine	-0.1523324495576993	-0.16821621594353287
pennello	pettine	-1.2099114630356105	-1.2800880019338123
pettine	spada	0.008929598596705854	-0.06082198913106766
gomma	pettine	-0.4748565458666375	-0.5013545834560657
pastello	pettine	-0.7336258789515359	-0.24796144076406315
penna	pettine	-0.04732460424793737	-0.30472614979899104
pettine	quaderno	-1.3149193083455004	0.05363434627772339
pettine	tenda	-0.18233469107477415	0.17599399867242005
pettine	vaso	0.4589632213532121	0.31498362620637693
giacca	pennello	-0.9323907290024125	-1.1514344908797303
giacca	spada	0.6764794723522605	0.6857169319289117
giacca	gomma	-0.10732908728208705	-0.19633267654832154
giacca	pastello	-0.3585978599878446	-0.33082370844451403
giacca	penna	0.8714940422133749	1.02287886879243
giacca	quaderno	-1.2511645451215885	-1.8140319547137485
giacca	tenda	0.4852151826806526	0.4964118496819532
giacca	vaso	1.0965108535916919	0.4628279701166317
pennello	spada	-0.8498845648303288	-0.9803123961172253
gomma	pennello	-0.8086314827443509	-0.13532237820186924
pastello	pennello	-1.1836595017081701	-1.3490314910995584
penna	pennello	-0.4561051449183378	0.3898687501046418
pennello	quaderno	-1.7236998490159008	-1.3478187340905228
pennello	tenda	-1.1049036177257208	-1.456884453437496
pennello	vaso	-0.28734253638466395	-0.5438974079112205
gomma	spada	0.09518604295829601	-0.008705171848796506
pastello	spada	-0.234838613729783	-0.45242402073178695
penna	spada	0.852742641265203	1.5761787473765585
quaderno	spada	-1.3186695885351347	-1.7649782937770584
spada	tenda	0.8377415205066656	2.2406899218370535
spada	vaso	1.2502723413668284	0.7609156040181686
gomma	pastello	-0.4823571062459062	-0.4281796390293559
gomma	penna	0.48896546287028697	1.562022836829098
gomma	quaderno	-1.4124265932759936	-1.8638698861331102
gomma	tenda	-0.3698487005567477	-0.8736669899761665
gomma	vaso	0.46271350154284646	-0.0047741455749731486
pastello	penna	-0.3848498213152851	-0.7512934151334473
pastello	quaderno	-1.4874321970688087	-0.9290236203408114
pastello	tenda	-0.298593376953567	0.0656899343643145
pastello	vaso	0.18144248732001408	-0.3948843843423236
penna	quaderno	-1.0936527771568176	-1.5084131033260633
penna	tenda	0.7327336751967758	0.61001953333463
penna	vaso	1.246522061177194	0.9666325416195827
quaderno	tenda	-1.277416506449029	-1.1594553229141533
quaderno	vaso	-0.7186247581929984	-1.1655638098692163
tenda	vaso	1.3140271045906124	0.9906953316152317
