word_one	word_two	spearman_correlation	cosine_similarity
armadio	camicia	0.31322181666189824	0.8533609442555056
armadio	cane	0.2569905921429082	0.8406502716579196
armadio	cavallo	0.26145238403905297	0.8517197647344795
armadio	coniglio	0.23594743535870105	0.842746974945212
armadio	elefante	0.2693032508404263	0.8604190457654092
armadio	gabbiano	0.3536122125563264	0.872386222730993
armadio	gatto	0.2803960620663758	0.8561400479268083
armadio	giacca	0.28301685099420637	0.844731631820304
armadio	gomma	0.29203829080537874	0.8443982110277893
armadio	gufo	0.24310791207710464	0.8261160785219983
armadio	leone	0.217938686878621	0.8280657679373143
armadio	letto	0.22158037023460406	0.8191487779513376
armadio	maiale	0.23465992910020742	0.8247840768746058
armadio	mucca	0.19552905505686285	0.8170797153360666
armadio	orso	0.29443074529718904	0.8490241856821689
armadio	passero	0.26953896135827193	0.8565502237564586
armadio	pastello	0.25289589442815247	0.8463621396823651
armadio	penna	0.2320054784171375	0.8341419698710921
armadio	pennello	0.2529057403798011	0.833121660813453
armadio	pettine	0.27360023201130096	0.8231079587026581
armadio	poltrona	0.30642196328946425	0.863766015076582
armadio	quaderno	0.3000482127530219	0.8679852583447406
armadio	scimmia	0.25518750894070524	0.8491282151828101
armadio	scopa	0.23652926292825976	0.8438174575078351
armadio	sedia	0.25502026187325655	0.8091177115222764
armadio	serpente	0.23489766245261423	0.8514768698073573
armadio	spada	0.25605813246548886	0.8108071433028307
armadio	tenda	0.2816018391030684	0.8264227286408157
armadio	tigre	0.18877872201559254	0.8244057716809049
armadio	topo	0.2016285494599814	0.7964434569376206
armadio	vaso	0.26808434214290827	0.8237172092149433
camicia	cane	0.30435835911236675	0.8671552979518921
camicia	cavallo	0.2946003728274086	0.8721035579490463
camicia	coniglio	0.2992722377691152	0.8678037862637561
camicia	elefante	0.2448655876725556	0.8658290593314206
camicia	gabbiano	0.4104987460660896	0.8954648406002927
camicia	gatto	0.27834643891710176	0.863190004825387
camicia	giacca	0.41859731510621556	0.8832882695801233
camicia	gomma	0.32753465640869744	0.8567041748664844
camicia	gufo	0.31412227979042984	0.8528518311201402
camicia	leone	0.17379567582790928	0.8281419660664301
camicia	letto	0.15019317511265287	0.808597773585664
camicia	maiale	0.2840515029325513	0.8451830744978369
camicia	mucca	0.3459689824583363	0.8675700567015996
camicia	orso	0.23250157579929903	0.8399372888917137
camicia	passero	0.30966390771404045	0.8675217058224903
camicia	pastello	0.25633485846863596	0.8552732162159314
camicia	penna	0.2858632362670767	0.8574905222097706
camicia	pennello	0.21353892112509834	0.8311683082483907
camicia	pettine	0.2907011301051427	0.8409539113909558
camicia	poltrona	0.28037755480652315	0.8700821554063678
camicia	quaderno	0.27150016093269436	0.8702118380501959
camicia	scimmia	0.4217575191331092	0.8921613960017043
