word_one	word_two	spearman_correlation	cosine_similarity
armadio	camicia	0.39578758366204575	0.686189578605159
armadio	cane	0.2078089752191887	0.6275123661142137
armadio	cavallo	0.2127753148499015	0.638013602259308
armadio	coniglio	0.2901968299689224	0.6065634757370484
armadio	elefante	0.2208647397407134	0.6328487993341365
armadio	gabbiano	0.32770704525292127	0.6807431155964742
armadio	gatto	0.25001116013697205	0.6494939481745153
armadio	giacca	0.3462635771295283	0.6550474279185041
armadio	gomma	0.21739342430395878	0.6102445899104558
armadio	gufo	0.27398537739530593	0.5386555199832426
armadio	leone	0.23490774830364197	0.5942611111147298
armadio	letto	0.34509697839309356	0.6530260811044366
armadio	maiale	0.24917098628745818	0.4992030047915337
armadio	mucca	0.22226787644659063	0.582735698885441
armadio	orso	0.2880294373843288	0.640431801977776
armadio	passero	0.25753598280502055	0.6322551259361485
armadio	pastello	0.22194423748119158	0.5430461934814471
armadio	penna	0.18876074929401387	0.5905012001710467
armadio	pennello	0.27075142104170546	0.6113690579378236
armadio	pettine	0.3200939163828149	0.5758914533567129
armadio	poltrona	0.3266755747967643	0.6838946285839029
armadio	quaderno	0.3769330869286478	0.6712888648380931
armadio	scimmia	0.23637001878662395	0.5694798608251119
armadio	scopa	0.23509660588784878	0.6271708548509601
armadio	sedia	0.3076083559678429	0.6298626564221184
armadio	serpente	0.2390837116273821	0.6520803237546958
armadio	spada	0.22071023804057888	0.6042588034367095
armadio	tenda	0.25700699889289835	0.59638271190947
armadio	tigre	0.17778668469988776	0.5131577231734801
armadio	topo	0.22332611892908	0.5649719757043656
armadio	vaso	0.3114749704227402	0.6427495080698746
camicia	cane	0.17777510184671047	0.6506484512383705
camicia	cavallo	0.19914504896469862	0.6734928949065623
camicia	coniglio	0.23016529948849473	0.5953052619843192
camicia	elefante	0.1606668328825886	0.6429654848874364
camicia	gabbiano	0.25402108396851864	0.674378182333625
camicia	gatto	0.21581407788300744	0.6700274518207943
camicia	giacca	0.785223221908298	0.8961621556672167
camicia	gomma	0.34253667502962876	0.7046065559514855
camicia	gufo	0.19646304624947297	0.5050858312630496
camicia	leone	0.22891214692682596	0.6131975914133662
camicia	letto	0.2152118810976991	0.6050154777270579
camicia	maiale	0.2458370321597339	0.5140103153006269
camicia	mucca	0.30998683628835083	0.6615611948798228
camicia	orso	0.20665084368146414	0.6262967683374143
camicia	passero	0.18746868824481017	0.6330760444458963
camicia	pastello	0.24125636777974968	0.574588986961264
camicia	penna	0.2787680543450247	0.6648024104057683
camicia	pennello	0.27283338489851144	0.6333610500084943
camicia	pettine	0.26606088907217235	0.5660413578637573
camicia	poltrona	0.3368594669318339	0.7261841130728374
camicia	quaderno	0.2743464793161742	0.6398373317464575
camicia	scimmia	0.30610922191379114	0.6352271658291443
camicia	scopa	0.33587439726820323	0.7046830774932664
camicia	sedia	0.3678259752770958	0.6836257228542313
camicia	serpente	0.20270006077958078	0.6722281963193628
camicia	spada	0.3156197350017143	0.6828264805645694
camicia	tenda	0.37092331919453714	0.6794693975601356
camicia	tigre	0.2505353439671087	0.5798253874058612
camicia	topo	0.18849063220834836	0.5663702582007483
camicia	vaso	0.18280215525469284	0.6051404289623241
cane	cavallo	0.4543731085774396	0.8353281674197165
cane	coniglio	0.48344238720014754	0.7515399111439083
cane	elefante	0.4748813247499579	0.8289720357589447
cane	gabbiano	0.2726552032230687	0.7459156845337961
