word_one	word_two	surprisal_w_two
scopa	mucca	28.881349563598633
scopa	gufo	29.12442970275879
scopa	poltrona	63.89695358276367
scopa	elefante	55.28089904785156
scopa	quaderno	31.159656524658203
scopa	vaso	24.199504852294922
scopa	spada	27.09334945678711
scopa	orso	26.757938385009766
scopa	maiale	29.95798683166504
scopa	gatto	30.67901039123535
scopa	penna	31.845909118652344
scopa	armadio	37.05095672607422
scopa	coniglio	48.65570831298828
scopa	giacca	45.05048751831055
quaderno	gomma	42.94828796386719
quaderno	sedia	36.700801849365234
quaderno	pennello	28.517040252685547
quaderno	topo	10.619203567504883
quaderno	cavallo	32.7164306640625
quaderno	leone	24.24471092224121
quaderno	serpente	62.72439956665039
quaderno	pastello	33.225616455078125
quaderno	scimmia	60.75349044799805
quaderno	cane	10.019845008850098
quaderno	tigre	42.02227783203125
quaderno	pettine	58.57606506347656
quaderno	camicia	53.0380973815918
quaderno	gabbiano	49.344600677490234
quaderno	tenda	32.42472839355469
quaderno	letto	4.7715582847595215
quaderno	passero	30.13634490966797
quaderno	mucca	31.660497665405273
quaderno	gufo	29.73678970336914
quaderno	poltrona	67.94471740722656
quaderno	elefante	64.05638122558594
quaderno	scopa	39.30051040649414
quaderno	vaso	29.312700271606445
quaderno	spada	32.40184783935547
quaderno	orso	25.905014038085938
quaderno	maiale	29.673490524291992
quaderno	gatto	27.24032211303711
quaderno	penna	35.76649475097656
quaderno	armadio	36.31544876098633
quaderno	coniglio	47.935794830322266
quaderno	giacca	46.46445083618164
vaso	gomma	40.82059097290039
vaso	sedia	26.499561309814453
vaso	pennello	27.881900787353516
vaso	topo	9.428267478942871
vaso	cavallo	30.297561645507812
vaso	leone	23.380218505859375
vaso	serpente	60.80783462524414
vaso	pastello	31.63926124572754
vaso	scimmia	51.879188537597656
vaso	cane	8.612592697143555
vaso	tigre	40.7095947265625
vaso	pettine	55.423336029052734
vaso	camicia	44.38610076904297
vaso	gabbiano	43.832366943359375
vaso	tenda	32.898193359375
vaso	letto	4.542600631713867
vaso	passero	29.689409255981445
vaso	mucca	31.228588104248047
vaso	gufo	24.903854370117188
vaso	poltrona	61.041465759277344
vaso	elefante	61.1400146484375
vaso	scopa	35.194644927978516
vaso	quaderno	33.21379852294922
vaso	spada	33.6821174621582
vaso	orso	27.76517677307129
vaso	maiale	31.2491397857666
vaso	gatto	28.076396942138672
vaso	penna	31.5985164642334
vaso	armadio	34.80767822265625
vaso	coniglio	47.66376495361328
vaso	giacca	39.666259765625
spada	gomma	44.42386245727539
spada	sedia	25.105316162109375
spada	pennello	28.678260803222656
spada	topo	11.502325057983398
spada	cavallo	33.86167907714844
spada	leone	26.96136474609375
spada	serpente	64.71066284179688
spada	pastello	25.83823013305664
spada	scimmia	58.21257019042969
spada	cane	7.229884624481201
spada	tigre	39.30698776245117
spada	pettine	55.0919189453125
spada	camicia	49.17193603515625
spada	gabbiano	50.54176330566406
spada	tenda	34.28242874145508
spada	letto	4.0308027267456055
spada	passero	31.15931510925293
spada	mucca	30.965866088867188
spada	gufo	30.015892028808594
spada	poltrona	67.11688995361328
spada	elefante	62.92990493774414
spada	scopa	36.49822998046875
spada	quaderno	29.98712158203125
spada	vaso	28.32788848876953
spada	orso	26.280370712280273
spada	maiale	31.665525436401367
spada	gatto	30.354867935180664
spada	penna	32.17271041870117
spada	armadio	37.8304328918457
spada	coniglio	47.34204864501953
spada	giacca	43.78516387939453
orso	gomma	40.58745193481445
orso	sedia	32.83222579956055
orso	pennello	27.979496002197266
orso	topo	10.081597328186035
orso	cavallo	34.33640670776367
orso	leone	25.79334259033203
orso	serpente	60.5396614074707
orso	pastello	31.165935516357422
orso	scimmia	56.81596374511719
orso	cane	8.356413841247559
orso	tigre	42.01626968383789
orso	pettine	53.64754867553711
orso	camicia	45.12822341918945
orso	gabbiano	47.89315414428711
orso	tenda	32.37309265136719
orso	letto	5.092654228210449
orso	passero	30.334121704101562
orso	mucca	31.652297973632812
orso	gufo	30.757627487182617
orso	poltrona	65.10653686523438
orso	elefante	63.28875732421875
orso	scopa	34.147579193115234
orso	quaderno	31.129375457763672
orso	vaso	25.762264251708984
orso	spada	35.15897750854492
orso	maiale	29.1672420501709
orso	gatto	27.956552505493164
orso	penna	32.241859436035156
orso	armadio	36.7955207824707
orso	coniglio	45.99738693237305
orso	giacca	45.671810150146484
maiale	gomma	44.982364654541016
maiale	sedia	31.86302947998047
maiale	pennello	33.00749588012695
maiale	topo	9.229376792907715
maiale	cavallo	37.91835021972656
maiale	leone	27.325572967529297
maiale	serpente	72.03280639648438
maiale	pastello	35.900203704833984
maiale	scimmia	63.02632522583008
maiale	cane	6.877360820770264
maiale	tigre	45.73835372924805
maiale	pettine	62.44524383544922
maiale	camicia	57.71583938598633
maiale	gabbiano	51.43285369873047
maiale	tenda	35.777915954589844
maiale	letto	4.053072452545166
maiale	passero	31.923656463623047
maiale	mucca	33.88553237915039
maiale	gufo	34.626373291015625
maiale	poltrona	62.59516143798828
maiale	elefante	68.894775390625
maiale	scopa	40.03939437866211
maiale	quaderno	35.13569259643555
maiale	vaso	31.457916259765625
maiale	spada	41.93557357788086
maiale	orso	26.00086212158203
maiale	gatto	31.825952529907227
maiale	penna	35.98794174194336
maiale	armadio	41.8410530090332
maiale	coniglio	53.08148956298828
maiale	giacca	43.63063430786133
gatto	gomma	44.456668853759766
gatto	sedia	31.391712188720703
gatto	pennello	33.35852813720703
gatto	topo	8.77734088897705
gatto	cavallo	38.72853469848633
gatto	leone	26.320920944213867
gatto	serpente	73.17192840576172
gatto	pastello	36.41903305053711
gatto	scimmia	62.735084533691406
gatto	cane	8.831367492675781
gatto	tigre	46.2495231628418
gatto	pettine	55.18621063232422
gatto	camicia	54.67670822143555
gatto	gabbiano	52.43026351928711
gatto	tenda	35.994384765625
gatto	letto	5.973879814147949
gatto	passero	32.367034912109375
gatto	mucca	32.574951171875
gatto	gufo	32.28266525268555
gatto	poltrona	58.693172454833984
gatto	elefante	67.94689178466797
gatto	scopa	38.63300704956055
gatto	quaderno	35.715702056884766
gatto	vaso	28.76063346862793
gatto	spada	40.010353088378906
gatto	orso	26.67436408996582
gatto	maiale	30.050573348999023
gatto	penna	36.986331939697266
gatto	armadio	43.32403564453125
gatto	coniglio	57.789085388183594
gatto	giacca	41.520992279052734
penna	gomma	42.858978271484375
penna	sedia	31.076438903808594
penna	pennello	28.88106918334961
penna	topo	10.276264190673828
penna	cavallo	30.66975975036621
penna	leone	24.798429489135742
penna	serpente	61.397865295410156
penna	pastello	32.05099105834961
